"method","dataset_or_setting","resolution","train_time_value","train_time_unit","infer_time_value","infer_time_unit","params_m","source_path","note"
"LBM","formal_eval_750","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\formal_eval_750\full_eval\split_axis_geometry_derivgate_fieldbound_g005_120b\summary.json","clip_style=0.781; content_lpips=0.345"
"LBM","full_eval_history_backfill_20260601","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\full_eval_history_backfill_20260601\full_eval\split_axis_execdecoder_bound070_120b_lr2e4\summary.json","clip_style=0.781; content_lpips=0.348"
"LBM","full_eval_history_backfill_20260601","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\full_eval_history_backfill_20260601\full_eval\split_axis_execdecoder_bound090_120b_lr2e4\summary.json","clip_style=0.781; content_lpips=0.349"
"LBM","full_eval_history_backfill_20260601","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\full_eval_history_backfill_20260601\full_eval\split_axis_geostat_execdecoder_fieldbound_120b\summary.json","clip_style=0.780; content_lpips=0.339"
"LBM","full_eval_history_backfill_20260601","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\full_eval_history_backfill_20260601\full_eval\split_axis_tokenizer_geomnorm_120b\summary.json","clip_style=0.780; content_lpips=0.340"
"LBM","full_eval_history_backfill_20260601","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\full_eval_history_backfill_20260601\full_eval\split_axis_tokenizer_geostat_g005_120b\summary.json","clip_style=0.780; content_lpips=0.340"
"LBM","full_eval_history_backfill_20260601","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\full_eval_history_backfill_20260601\full_eval\wikiart512_ema_lowfreq_moment_hfguard_tsw12_e1_b48\summary.json","clip_style=0.780; content_lpips=0.333"
"LBM","full_eval_history_backfill_20260601","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\full_eval_history_backfill_20260601\full_eval\wikiart512_ema_lowfreq_moment_hfguard_tsw8_e1_b48\summary.json","clip_style=0.779; content_lpips=0.323"
"LBM","full_eval_history_backfill_20260601","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\full_eval_history_backfill_20260601\full_eval\wikiart512_ema_spatial_atom_tokonly_e1_b32\summary.json","clip_style=0.781; content_lpips=0.345"
"LBM","full_eval_history_backfill_20260601","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\full_eval_history_backfill_20260601\full_eval\wikiart512_ema_spatial_proto_blend025_guard_e1_b48\summary.json","clip_style=0.780; content_lpips=0.333"
"LBM","full_eval_history_backfill_20260601","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\full_eval_history_backfill_20260601\full_eval\wikiart512_ema_tokenizer_owned_spatial_tokonly_e1_b32\summary.json","clip_style=0.781; content_lpips=0.346"
"LBM","full_eval_promoted_all5x5","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\full_eval_promoted_all5x5\full_eval\split_axis_execdecoder_40b_lr2e4\summary.json","clip_style=0.771; content_lpips=0.387"
"LBM","full_eval_promoted_all5x5","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\full_eval_promoted_all5x5\full_eval\split_axis_execdecoder_fieldbound_c045_s090_g110_120b\summary.json","clip_style=0.773; content_lpips=0.387"
"LBM","full_eval_promoted_all5x5","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\full_eval_promoted_all5x5\full_eval\split_axis_geometry_spatial_rank4_120b\summary.json","clip_style=0.782; content_lpips=0.360"
"LBM","full_eval_promoted_all5x5","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\full_eval_promoted_all5x5\full_eval\split_axis_tokenizer_geostat_120b\summary.json","clip_style=0.772; content_lpips=0.385"
"LBM","full_eval_promoted_all5x5_b2","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\full_eval_promoted_all5x5_b2\full_eval\split_axis_geometry_derivative_filter_rank4_120b\summary.json","clip_style=0.781; content_lpips=0.360"
"LBM","full_eval_promoted_all5x5_b2","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\full_eval_promoted_all5x5_b2\full_eval\split_axis_geometry_filter_rank4_120b\summary.json","clip_style=0.782; content_lpips=0.360"
"LBM","kinetic_sweep","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\kinetic_sweep\full_eval\epoch_0007\summary.json","clip_style=0.689; content_lpips=0.337; training_csv_count=11"
"LBM","kinetic_sweep","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\kinetic_sweep\full_eval\epoch_0007\summary.json","clip_style=0.689; content_lpips=0.340; training_csv_count=11"
"LBM","kinetic_sweep","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\kinetic_sweep\full_eval\epoch_0007\summary.json","clip_style=0.687; content_lpips=0.344; training_csv_count=11"
"LBM","kinetic_sweep","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\kinetic_sweep\full_eval\PK_null\summary.json","clip_style=0.690; content_lpips=0.339; training_csv_count=11"
"LBM","kinetic_sweep","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\kinetic_sweep\full_eval\epoch_0007\summary.json","clip_style=0.692; content_lpips=0.348; training_csv_count=11"
"LBM","kinetic_sweep","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\kinetic_sweep\full_eval\epoch_0007\summary.json","clip_style=0.683; content_lpips=0.331; training_csv_count=11"
"LBM","kinetic_sweep","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\kinetic_sweep\full_eval\epoch_0004\summary.json","clip_style=0.685; content_lpips=0.335; training_csv_count=11"
"LBM","kinetic_sweep","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\kinetic_sweep\full_eval\epoch_0007\summary.json","clip_style=0.678; content_lpips=0.328; training_csv_count=11"
"LBM","kinetic_sweep","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\kinetic_sweep\full_eval\epoch_0007\summary.json","clip_style=0.686; content_lpips=0.340; training_csv_count=11"
"LBM","legacy","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\legacy\full_eval\epoch_0020\summary.json","clip_style=0.715; content_lpips=0.519; training_csv_count=18"
"LBM","legacy","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\legacy\full_eval\epoch_0040\summary.json","clip_style=0.712; content_lpips=0.643; training_csv_count=18"
"LBM","legacy","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\legacy\full_eval\epoch_0040_adapter_style_branch\summary.json","clip_style=0.685; content_lpips=0.389; training_csv_count=18"
"LBM","legacy","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\legacy\full_eval\epoch_0040_adapter_style_emb_only\summary.json","clip_style=0.679; content_lpips=0.409; training_csv_count=18"
"LBM","legacy","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\legacy\full_eval\epoch_0040_steps24_strength125_step120\summary.json","clip_style=0.685; content_lpips=0.388; training_csv_count=18"
"LBM","legacy","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\legacy\full_eval\epoch_0040_steps32_strength180_step160\summary.json","clip_style=0.685; content_lpips=0.388; training_csv_count=18"
"LBM","legacy","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\legacy\full_eval\epoch_0040_steps4_strength100_step100\summary.json","clip_style=0.687; content_lpips=0.397; training_csv_count=18"
"LBM","legacy","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\legacy\full_eval\epoch_0030\summary.json","clip_style=0.698; content_lpips=0.525; training_csv_count=18"
"LBM","legacy","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\legacy\full_eval\epoch_0020\summary.json","clip_style=0.718; content_lpips=0.598; training_csv_count=18"
"LBM","legacy","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\legacy\full_eval\epoch_0040\summary.json","clip_style=0.698; content_lpips=0.641; training_csv_count=18"
"LBM","legacy","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\legacy\full_eval\epoch_0080\summary.json","clip_style=0.688; content_lpips=0.686; training_csv_count=18"
"LBM","legacy","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\legacy\full_eval\epoch_0040\summary.json","clip_style=0.651; content_lpips=0.669; training_csv_count=18"
"LBM","legacy","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\legacy\full_eval\epoch_0080\summary.json","clip_style=0.635; content_lpips=0.710; training_csv_count=18"
"LBM","legacy","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\legacy\full_eval\epoch_0120\summary.json","clip_style=0.626; content_lpips=0.747; training_csv_count=18"
"LBM","legacy","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\legacy\full_eval\epoch_0010\summary.json","clip_style=0.666; content_lpips=0.298; training_csv_count=18"
"LBM","legacy","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\legacy\full_eval\epoch_0020\summary.json","clip_style=0.682; content_lpips=0.356; training_csv_count=18"
"LBM","legacy","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\legacy\full_eval\epoch_0040\summary.json","clip_style=0.686; content_lpips=0.367; training_csv_count=18"
"LBM","legacy","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\legacy\full_eval\epoch_0060\summary.json","clip_style=0.686; content_lpips=0.376; training_csv_count=18"
"LBM","legacy","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\legacy\full_eval\epoch_0080\summary.json","clip_style=0.686; content_lpips=0.373; training_csv_count=18"
"LBM","manual_k1_k2_8epoch","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\manual_k1_k2_8epoch\full_eval\epoch_0008\summary.json","clip_style=0.709; content_lpips=0.460; training_csv_count=3"
"LBM","manual_k1_k2_8epoch","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\manual_k1_k2_8epoch\full_eval\epoch_0008\summary.json","clip_style=0.696; content_lpips=0.425; training_csv_count=3"
"LBM","manual_k1_k2_8epoch","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\manual_k1_k2_8epoch\full_eval\epoch_0008\summary.json","clip_style=0.705; content_lpips=0.418; training_csv_count=3"
"LBM/tokenizer","metric_tokenizer_init","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\metric_tokenizer_init\full_eval\full_eval_metric_direct\summary.json",""
"LBM/tokenizer","metric_tokenizer_init","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\metric_tokenizer_init\full_eval\full_eval_split_axis_fieldconsume_probe_truegrad_e1\summary.json",""
"LBM/tokenizer","metric_tokenizer_init","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\metric_tokenizer_init\full_eval\quick_eval_mds_data_axes_truegrad_e1_n6\summary.json",""
"LBM/tokenizer","metric_tokenizer_init","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\metric_tokenizer_init\full_eval\quick_eval_mds_data_delta_axes_truegrad_e1_n6\summary.json",""
"LBM/tokenizer","metric_tokenizer_init","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\metric_tokenizer_init\full_eval\quick_eval_metric_direct_n6\summary.json",""
"LBM/tokenizer","metric_tokenizer_init","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\metric_tokenizer_init\full_eval\quick_eval_split_axis_fieldconsume_probe_truegrad_e1_n6\summary.json",""
"LBM/tokenizer","metric_tokenizer_init","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\metric_tokenizer_init\full_eval\quick_eval_split_axis_metric_truegrad_e1_n6\summary.json",""
"LBM/tokenizer","metric_tokenizer_init","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\metric_tokenizer_init\full_eval\quick_eval_strength_1.15_n6\summary.json",""
"LBM/tokenizer","metric_tokenizer_init","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\metric_tokenizer_init\full_eval\quick_eval_strength_1.30_n6\summary.json",""
"LBM/tokenizer","metric_tokenizer_init","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\metric_tokenizer_init\full_eval\quick_eval_strength_1.45_n6\summary.json",""
"LBM","moment_sweep_spectral_full","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\moment_sweep_spectral_full\full_eval\blend_0.25\summary.json",""
"LBM","moment_sweep_spectral_full","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\moment_sweep_spectral_full\full_eval\blend_0.50\summary.json",""
"LBM","moment_sweep_spectral_full","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\moment_sweep_spectral_full\full_eval\blend_0.75\summary.json",""
"LBM","moment_sweep_spectral_full","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\moment_sweep_spectral_full\full_eval\blend_1.00\summary.json",""
"LBM","orth12","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\orth12\full_eval\epoch_0001\summary.json","clip_style=0.699; content_lpips=0.448; training_csv_count=7"
"LBM","orth12","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\orth12\full_eval\epoch_0002\summary.json","clip_style=0.702; content_lpips=0.459; training_csv_count=7"
"LBM","orth12","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\orth12\full_eval\epoch_0003\summary.json","clip_style=0.700; content_lpips=0.462; training_csv_count=7"
"LBM","orth12","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\orth12\full_eval\epoch_0004\summary.json","clip_style=0.700; content_lpips=0.462; training_csv_count=7"
"LBM","orth12","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\orth12\full_eval\epoch_0005\summary.json","clip_style=0.699; content_lpips=0.457; training_csv_count=7"
"LBM","orth12","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\orth12\full_eval\epoch_0006\summary.json","clip_style=0.699; content_lpips=0.462; training_csv_count=7"
"LBM","orth12","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\orth12\full_eval\epoch_0007\summary.json","clip_style=0.699; content_lpips=0.464; training_csv_count=7"
"LBM","orth12","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\orth12\full_eval\epoch_0008\summary.json","clip_style=0.698; content_lpips=0.467; training_csv_count=7"
"LBM","orth12","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\orth12\full_eval\epoch_0009\summary.json","clip_style=0.699; content_lpips=0.474; training_csv_count=7"
"LBM","orth12","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\orth12\full_eval\epoch_0010\summary.json","clip_style=0.699; content_lpips=0.483; training_csv_count=7"
"LBM","orth12","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\orth12\full_eval\epoch_0011\summary.json","clip_style=0.700; content_lpips=0.484; training_csv_count=7"
"LBM","orth12","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\orth12\full_eval\epoch_0012\summary.json","clip_style=0.700; content_lpips=0.485; training_csv_count=7"
"LBM","orth12","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\orth12\full_eval\epoch_0013\summary.json","clip_style=0.700; content_lpips=0.488; training_csv_count=7"
"LBM","orth12","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\orth12\full_eval\epoch_0014\summary.json","clip_style=0.701; content_lpips=0.494; training_csv_count=7"
"LBM","orth12","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\orth12\full_eval\epoch_0015\summary.json","clip_style=0.701; content_lpips=0.497; training_csv_count=7"
"LBM","orth12","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\orth12\full_eval\epoch_0001\summary.json","clip_style=0.673; content_lpips=0.403; training_csv_count=7"
"LBM","orth12","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\orth12\full_eval\epoch_0002\summary.json","clip_style=0.686; content_lpips=0.421; training_csv_count=7"
"LBM","orth12","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\orth12\full_eval\epoch_0003\summary.json","clip_style=0.687; content_lpips=0.438; training_csv_count=7"
"LBM","orth12","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\orth12\full_eval\epoch_0010\summary.json","clip_style=0.704; content_lpips=0.491; training_csv_count=7"
"LBM","orth12","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\orth12\full_eval\epoch_0020\summary.json","clip_style=0.703; content_lpips=0.495; training_csv_count=7"
"LBM","orth12","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\orth12\full_eval\epoch_0030\summary.json","clip_style=0.704; content_lpips=0.504; training_csv_count=7"
"LBM","orth12","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\orth12\full_eval\epoch_0040\summary.json","clip_style=0.701; content_lpips=0.500; training_csv_count=7"
"LBM","orth12","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\orth12\full_eval\epoch_0050\summary.json","clip_style=0.699; content_lpips=0.521; training_csv_count=7"
"LBM","orth12","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\orth12\full_eval\epoch_0060\summary.json","clip_style=0.704; content_lpips=0.516; training_csv_count=7"
"LBM","orth12","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\orth12\full_eval\epoch_0010\summary.json","clip_style=0.700; content_lpips=0.489; training_csv_count=7"
"LBM","orth12","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\orth12\full_eval\epoch_0020\summary.json","clip_style=0.701; content_lpips=0.480; training_csv_count=7"
"LBM","orth12","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\orth12\full_eval\epoch_0030\summary.json","clip_style=0.704; content_lpips=0.505; training_csv_count=7"
"LBM","orth12","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\orth12\full_eval\epoch_0040\summary.json","clip_style=0.704; content_lpips=0.516; training_csv_count=7"
"LBM","orth12","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\orth12\full_eval\epoch_0050\summary.json","clip_style=0.701; content_lpips=0.528; training_csv_count=7"
"LBM","orth12","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\orth12\full_eval\epoch_0060\summary.json","clip_style=0.702; content_lpips=0.528; training_csv_count=7"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0001\summary.json","clip_style=0.698; content_lpips=0.406; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0002\summary.json","clip_style=0.700; content_lpips=0.423; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0003\summary.json","clip_style=0.701; content_lpips=0.429; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0004\summary.json","clip_style=0.701; content_lpips=0.434; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0005\summary.json","clip_style=0.701; content_lpips=0.436; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0006\summary.json","clip_style=0.701; content_lpips=0.436; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0007\summary.json","clip_style=0.701; content_lpips=0.436; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0008\summary.json","clip_style=0.702; content_lpips=0.437; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0009\summary.json","clip_style=0.703; content_lpips=0.440; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0010\summary.json","clip_style=0.703; content_lpips=0.442; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0011\summary.json","clip_style=0.704; content_lpips=0.443; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0012\summary.json","clip_style=0.704; content_lpips=0.443; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0013\summary.json","clip_style=0.705; content_lpips=0.444; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0014\summary.json","clip_style=0.705; content_lpips=0.442; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0015\summary.json","clip_style=0.704; content_lpips=0.444; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0016\summary.json","clip_style=0.703; content_lpips=0.452; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0017\summary.json","clip_style=0.703; content_lpips=0.456; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0018\summary.json","clip_style=0.703; content_lpips=0.452; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0019\summary.json","clip_style=0.703; content_lpips=0.451; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0020\summary.json","clip_style=0.703; content_lpips=0.449; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0001\summary.json","clip_style=0.688; content_lpips=0.375; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0002\summary.json","clip_style=0.691; content_lpips=0.391; training_csv_count=6"
