"remote_root","exp_dir","last_write","total_mb","weight_count","weight_mb","weight_names","config_exists","data_root","batch_size","num_epochs","style_tokenizer","style_spatial_mode","objective_mode","loss_type","w_flow","terminal_swd_weight","notes","params_raw","summary_count","summary_metrics","training_csv_count","latest_training_csv","latest_training_tail","remote_train_log_exists","remote_train_log_tail","top_level"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_t01_carrier_base_b176_e16","2026-05-30 17:20:53","739.909","16","699.262","epoch_0001.pt;epoch_0002.pt;epoch_0003.pt;epoch_0004.pt;epoch_0005.pt;epoch_0006.pt;epoch_0007.pt;epoch_0008.pt;epoch_0009.pt;epoch_0010.pt;epoch_0011.pt;epoch_0012.pt;epoch_0013.pt;epoch_0014.pt;epoch_0015.pt;epoch_0016.pt","True","../../Latent_Style/latent-256","176","16","factorized","","omf","omf","0.0","20.0","","","3","epoch_0012:clip=0.705;lpips=0.464;wall= | epoch_0014:clip=0.706;lpips=0.465;wall= | epoch_0016:clip=0.705;lpips=0.464;wall=","1","exp\tokenizer_t01_carrier_base_b176_e16\logs\training_20260530_170833.csv","16,7.216945171356201,0.0,0.22448821365833282,0.0,0.0,7.0,0.00390625,0.07076772302389145,0.0,0.0,0.19984325766563416,1.0,0.36345240473747253,0.6196572780609131,2.705549478530884,7.081401824951172,1.182539836169311e-05,0.9392353987786919,15.599967100424692,1.8058528003748506,0.2217450002208352,17.627564901020378,39.16943860054016,10208,260.6113430448612","False","","config.json;epoch_0001.pt;epoch_0002.pt;epoch_0003.pt;epoch_0004.pt;epoch_0005.pt;epoch_0006.pt;epoch_0007.pt;epoch_0008.pt;epoch_0009.pt;epoch_0010.pt;epoch_0011.pt;epoch_0012.pt;epoch_0013.pt;epoch_0014.pt;epoch_0015.pt;epoch_0016.pt;full_eval;logs;numeric_debug.jsonl;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_t01_concept_atoms_batch224_mem_smoke","2026-05-30 19:49:26","0.345","0","0.000","","True","../../Latent_Style/latent-256","224","1","factorized","","omf","omf","0.0","20.0","","","0","","1","exp\tokenizer_t01_concept_atoms_batch224_mem_smoke\logs\training_20260530_194914.csv","","False","","config.json;logs;numeric_debug.jsonl;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_t01_concept_atoms_batch288_mem_smoke","2026-05-30 19:50:02","0.336","0","0.000","","True","../../Latent_Style/latent-256","288","1","factorized","","omf","omf","0.0","20.0","","","0","","1","exp\tokenizer_t01_concept_atoms_batch288_mem_smoke\logs\training_20260530_195002.csv","","False","","config.json;logs;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_t01_concept_atoms_remote_smoke","2026-05-30 19:47:37","0.341","0","0.000","","True","../../Latent_Style/latent-256","16","1","factorized","","omf","omf","0.0","20.0","","","0","","1","exp\tokenizer_t01_concept_atoms_remote_smoke\logs\training_20260530_194726.csv","","False","","config.json;logs;numeric_debug.jsonl;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_t01_concept_atoms_tokonly_from_backbone_e16","2026-05-30 20:06:31","400.253","24","361.539","epoch_0001.pt;epoch_0002.pt;epoch_0003.pt;epoch_0004.pt;epoch_0005.pt;epoch_0006.pt;epoch_0007.pt;epoch_0008.pt;epoch_0009.pt;epoch_0010.pt;epoch_0011.pt;epoch_0012.pt;epoch_0013.pt;epoch_0014.pt;epoch_0015.pt;epoch_0016.pt;epoch_0017.pt;epoch_0018.pt;epoch_0019.pt;epoch_0020.pt;epoch_0021.pt;epoch_0022.pt;epoch_0023.pt;epoch_0024.pt","True","../../Latent_Style/latent-256","288","24","factorized","","omf","omf","0.0","20.0","","","3","epoch_0008:clip=0.701;lpips=0.422;wall= | epoch_0016:clip=0.705;lpips=0.426;wall= | epoch_0024:clip=0.706;lpips=0.427;wall=","1","exp\tokenizer_t01_concept_atoms_tokonly_from_backbone_e16\logs\training_20260530_195242.csv","24,7.492029666900635,0.0,0.17685119807720184,0.0,0.0,7.28125,0.00390625,0.0707235336303711,0.0,0.0,0.19960317015647888,1.0,0.3264835774898529,0.610255777835846,2.231696367263794,7.642706394195557,1.1668252032106977e-05,0.9161981001961976,14.932620199862868,0.4844918006565422,0.035837500588968396,15.452949501108378,25.730566024780273,10080,391.7519727429346","False","","config.json;epoch_0001.pt;epoch_0002.pt;epoch_0003.pt;epoch_0004.pt;epoch_0005.pt;epoch_0006.pt;epoch_0007.pt;epoch_0008.pt;epoch_0009.pt;epoch_0010.pt;epoch_0011.pt;epoch_0012.pt;epoch_0013.pt;epoch_0014.pt;epoch_0015.pt;epoch_0016.pt;epoch_0017.pt;epoch_0018.pt;epoch_0019.pt;epoch_0020.pt;epoch_0021.pt;epoch_0022.pt;epoch_0023.pt;epoch_0024.pt"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_t01_direct_atom_residual_frozen_tok_fresh_lancet_e16","2026-05-30 21:04:17","697.454","16","696.666","epoch_0001.pt;epoch_0002.pt;epoch_0003.pt;epoch_0004.pt;epoch_0005.pt;epoch_0006.pt;epoch_0007.pt;epoch_0008.pt;epoch_0009.pt;epoch_0010.pt;epoch_0011.pt;epoch_0012.pt;epoch_0013.pt;epoch_0014.pt;epoch_0015.pt;epoch_0016.pt","True","../../Latent_Style/latent-256","80","16","factorized","","omf","omf","0.0","20.0","","","0","","1","exp\tokenizer_t01_direct_atom_residual_frozen_tok_fresh_lancet_e16\logs\training_20260530_205202.csv","16,7.197555065155029,0.0,0.2297752946615219,0.0,0.0,7.3125,0.00390625,0.07070433348417282,0.0,0.0,0.19854648411273956,1.0,0.36856409907341003,0.6203616857528687,2.5752179622650146,6.45747184753418,1.182539836169311e-05,0.9366395005490631,16.222861601039767,3.848989097867161,0.44387139938771725,20.515722098294646,45.32527494430542,10320,227.68753223628454","False","","config.json;epoch_0001.pt;epoch_0002.pt;epoch_0003.pt;epoch_0004.pt;epoch_0005.pt;epoch_0006.pt;epoch_0007.pt;epoch_0008.pt;epoch_0009.pt;epoch_0010.pt;epoch_0011.pt;epoch_0012.pt;epoch_0013.pt;epoch_0014.pt;epoch_0015.pt;epoch_0016.pt;logs;numeric_debug.jsonl;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_t01_direct_atom_residual_tokonly_from_backbone_e16","2026-05-30 20:43:03","151.305","10","150.745","epoch_0001.pt;epoch_0002.pt;epoch_0003.pt;epoch_0004.pt;epoch_0005.pt;epoch_0006.pt;epoch_0007.pt;epoch_0008.pt;epoch_0009.pt;epoch_0010.pt","True","../../Latent_Style/latent-256","288","24","factorized","","omf","omf","0.0","20.0","","","0","","1","exp\tokenizer_t01_direct_atom_residual_tokonly_from_backbone_e16\logs\training_20260530_203836.csv","10,7.752668857574463,0.0,0.17141929268836975,0.0,0.0,7.53125,0.00390625,0.07072348892688751,0.0,0.0,0.19533729553222656,1.0,0.3222988545894623,0.6074101328849792,2.192633867263794,7.493293285369873,0.00027962326931119254,0.8891431004740298,15.034430400468409,0.5095341994892806,0.03951799916103482,15.583482599118724,25.922844409942627,10080,388.84621766791327","False","","config.json;epoch_0001.pt;epoch_0002.pt;epoch_0003.pt;epoch_0004.pt;epoch_0005.pt;epoch_0006.pt;epoch_0007.pt;epoch_0008.pt;epoch_0009.pt;epoch_0010.pt;logs;numeric_debug.jsonl;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_t01_direct_atom_residual_warmup_e2_from_backbone_e16","2026-05-30 20:46:43","30.528","2","30.149","epoch_0001.pt;epoch_0002.pt","True","../../Latent_Style/latent-256","288","2","factorized","","omf","omf","0.0","20.0","","","0","","1","exp\tokenizer_t01_direct_atom_residual_warmup_e2_from_backbone_e16\logs\training_20260530_204544.csv","2,8.072861671447754,0.0,0.16393150389194489,0.0,0.0,7.9375,0.00390625,0.07072357088327408,0.0,0.0,0.1989087462425232,1.0,0.3151914179325104,0.6035803556442261,2.111607074737549,7.498746395111084,0.000205,0.9123581005260348,14.974766298895702,0.497606000630185,0.037190900184214115,15.509563199710101,25.84580421447754,10080,390.005275763626","False","","config.json;epoch_0001.pt;epoch_0002.pt;logs;numeric_debug.jsonl;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_t01_factorized_backbone_e16","2026-05-30 16:15:39","187.843","4","174.285","epoch_0013.pt;epoch_0014.pt;epoch_0015.pt;epoch_0016.pt","True","../../Latent_Style/latent-256","80","16","factorized","","omf","omf","0.0","20.0","","","1","epoch_0016:clip=0.713;lpips=0.445;wall=","2","exp\tokenizer_t01_factorized_backbone_e16\logs\training_20260530_161215.csv","16,7.325024127960205,0.0,0.22473466396331787,0.0,0.0,7.5,0.00390625,0.07072920352220535,0.0,0.0,0.19854648411273956,1.0,0.3625929355621338,0.6208891868591309,2.572432279586792,6.599829196929932,0.00018398961316874182,0.9324863012880087,15.40922279888764,3.7261134006548673,0.4368138995487243,19.572150099091232,43.467326402664185,10320,237.41970933292714","False","","config.json;epoch_0013.pt;epoch_0014.pt;epoch_0015.pt;epoch_0016.pt;full_eval;logs;numeric_debug.jsonl;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_t01_factorized_base","2026-05-30 15:52:58","387.434","8","349.444","epoch_0001.pt;epoch_0002.pt;epoch_0003.pt;epoch_0004.pt;epoch_0005.pt;epoch_0006.pt;epoch_0007.pt;epoch_0008.pt","True","../../Latent_Style/latent-256","80","8","factorized","","omf","omf","0.0","20.0","","","3","epoch_0006:clip=0.709;lpips=0.445;wall= | epoch_0007:clip=0.708;lpips=0.430;wall= | epoch_0008:clip=0.709;lpips=0.437;wall=","1","exp\tokenizer_t01_factorized_base\logs\training_20260530_154500.csv","8,7.146265029907227,0.0,0.21990768611431122,0.0,0.0,7.34375,0.00390625,0.07076284289360046,0.0,0.0,0.20009689033031464,1.0,0.36035144329071045,0.6170865893363953,2.443556308746338,6.9499335289001465,1.7231444411427765e-05,0.9417777995113283,15.406406299909577,3.833034301875159,0.4631830994039774,19.702623701188713,44.023664236068726,10320,234.41937828393648","False","","config.json;epoch_0001.pt;epoch_0002.pt;epoch_0003.pt;epoch_0004.pt;epoch_0005.pt;epoch_0006.pt;epoch_0007.pt;epoch_0008.pt;full_eval;logs;numeric_debug.jsonl;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_t01_factorized_smoke_b16","2026-06-05 04:08:57","0.510","0","0.000","","True","../../Latent_Style/latent-256","16","1","factorized","","omf","omf","0.0","20.0","","","0","","1","exp\tokenizer_t01_factorized_smoke_b16\logs\training_20260530_154054.csv","1,9.823132514953613,0.0,0.22938162088394165,0.0,0.0,9.625,0.00390625,0.07079045474529266,0.0,0.0,0.208984375,1.0,0.35573554039001465,0.5786213278770447,2.48974609375,5.739083766937256,0.0002,0.06546220020391047,6.76028039958328,2.968409899622202,0.15188499935902655,9.880575298564509,14.095888376235962,512,36.32264858617729","False","","config.json;logs;numeric_debug.jsonl;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_t01_factorized_tokonly_e12","2026-05-30 16:07:43","73.518","4","60.659","epoch_0009.pt;epoch_0010.pt;epoch_0011.pt;epoch_0012.pt","True","../../Latent_Style/latent-256","160","12","factorized","","omf","omf","0.0","20.0","","","1","epoch_0012:clip=0.708;lpips=0.438;wall=","1","exp\tokenizer_t01_factorized_tokonly_e12\logs\training_20260530_160527.csv","12,7.228536605834961,0.0,0.2241416573524475,0.0,0.0,6.96875,0.00390625,0.07076450437307358,0.0,0.0,0.1982421875,1.0,0.36382272839546204,0.6176464557647705,2.583740234375,7.250346660614014,0.0006974873734152916,0.9146386987995356,14.645758699858561,0.9054169987794012,0.06896320055238903,15.620138899190351,25.4919912815094,10240,401.69478668492945","False","","config.json;epoch_0009.pt;epoch_0010.pt;epoch_0011.pt;epoch_0012.pt;full_eval;logs;numeric_debug.jsonl;src"
