"remote_root","exp_dir","total_files","total_mb","media_count","media_mb","generated_media_count","generated_media_mb","grid_media_count","grid_media_mb","summary_count","csv_count","weight_count","largest_media_examples"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","moment_sweep_spectral_full","612","297.429","604","297.057","600","288.063","4","8.994","4","4","0","exp\moment_sweep_spectral_full\blend_0.25\grid_first_per_class.png:2.267MB;exp\moment_sweep_spectral_full\blend_0.50\grid_first_per_class.png:2.254MB;exp\moment_sweep_spectral_full\blend_0.75\grid_first_per_class.png:2.243MB;exp\moment_sweep_spectral_full\blend_1.00\grid_first_per_class.png:2.231MB;exp\moment_sweep_spectral_full\blend_0.25\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.602MB;exp\moment_sweep_spectral_full\blend_0.50\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.601MB;exp\moment_sweep_spectral_full\blend_0.75\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.599MB;exp\moment_sweep_spectral_full\blend_1.00\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.597MB"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","orth12","152","83.217","30","78.447","0","0.000","30","78.447","30","45","0","exp\orth12\full_eval\fd20_g0_golden_pedestal\epoch_0040\summary_grid.png:2.774MB;exp\orth12\full_eval\fd20_g1_micro_only\epoch_0050\summary_grid.png:2.771MB;exp\orth12\full_eval\fd20_g0_golden_pedestal\epoch_0060\summary_grid.png:2.766MB;exp\orth12\full_eval\fd20_g1_micro_only\epoch_0060\summary_grid.png:2.751MB;exp\orth12\full_eval\fd20_g0_golden_pedestal\epoch_0030\summary_grid.png:2.747MB;exp\orth12\full_eval\fd20_g0_golden_pedestal\epoch_0010\summary_grid.png:2.737MB;exp\orth12\full_eval\fd20_g1_micro_only\epoch_0040\summary_grid.png:2.709MB;exp\orth12\fd20_g0_golden_pedestal_e15s1_b32\full_eval\epoch_0007\summary_grid.png:2.697MB"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","pair_content_spatial_head_c120_g050_b020_120b_b80","15","0.471","0","0.000","0","0.000","0","0.000","0","1","0",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","pair_content_spatial_head_c120_g050_b020_120b_b80_smoke_b16_2b","15","0.422","0","0.000","0","0.000","0","0.000","0","1","0",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","pair_content_spatial_head_c120_g050_b020_pc040_bound050_120b_b80","15","0.471","0","0.000","0","0.000","0","0.000","0","1","0",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","pair_relative_geometry_release_probe","3","49.662","0","0.000","0","0.000","0","0.000","0","0","3",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","pairrel_signed_spatial_head_c120_g050_b020_120b_b80","15","0.461","0","0.000","0","0.000","0","0.000","0","1","0",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","pairrel_signed_spatial_head_c120_g050_b020_120b_b80_smoke_b16_2b","15","0.413","0","0.000","0","0.000","0","0.000","0","1","0",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","pairrel_signed_spatial_head_geomstat_w005_120b_b80","15","0.468","0","0.000","0","0.000","0","0.000","0","1","0",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","pairrel_signed_spatial_head_geomstat_w005_smoke_b16_2b","15","0.419","0","0.000","0","0.000","0","0.000","0","1","0",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","pairrel_signed_spatial_head_geomstat_w020_120b_b80","15","0.468","0","0.000","0","0.000","0","0.000","0","1","0",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","pareto_probe_4","298","219.401","80","208.919","0","0.000","80","208.919","80","94","0","exp\pareto_probe_4\S-add__K-5_C-5_W-15_Col-15\full_eval\epoch_0013\summary_grid.png:2.811MB;exp\pareto_probe_4\S-add__K-5_C-5_W-15_Col-15\full_eval\epoch_0014\summary_grid.png:2.770MB;exp\pareto_probe_4\S-norm_K-3_C-2_W-10_Col-15\full_eval\epoch_0013\summary_grid.png:2.763MB;exp\pareto_probe_4\S-add__K-3_C-2_W-10_Col-15\full_eval\epoch_0013\summary_grid.png:2.763MB;exp\pareto_probe_4\S-add__K-5_C-5_W-15_Col-15\full_eval\epoch_0012\summary_grid.png:2.756MB;exp\pareto_probe_4\S-norm_K-3_C-2_W-10_Col-15\full_eval\epoch_0014\summary_grid.png:2.755MB;exp\pareto_probe_4\S-add__K-5_C-5_W-15_Col-15\full_eval\epoch_0011\summary_grid.png:2.754MB;exp\pareto_probe_4\S-add__K-3_C-2_W-10_Col-15\full_eval\epoch_0012\summary_grid.png:2.751MB"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","phase1_diagnostic_probes","44","0.092","0","0.000","0","0.000","0","0.000","0","1","0",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","physical_loss_tree","2","0.059","0","0.000","0","0.000","0","0.000","0","1","0",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","representation_probes","134","2.940","0","0.000","0","0.000","0","0.000","43","42","0",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","review_additional_experiments","329","23.138","0","0.000","0","0.000","0","0.000","78","109","0",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","runs","380","78.028","23","60.356","0","0.000","23","60.356","23","67","0","exp\runs\o10l1\summary_grid.png:2.911MB;exp\runs\o10l3\summary_grid.png:2.790MB;exp\runs\o10pb\summary_grid.png:2.773MB;exp\runs\o10l4\summary_grid.png:2.772MB;exp\runs\o10e\summary_grid.png:2.766MB;exp\runs\o20d2\summary_grid.png:2.759MB;exp\runs\o10s\summary_grid.png:2.739MB;exp\runs\o10pr\summary_grid.png:2.700MB"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","saswd_axis_h_base_seed42_b44_saswd_random","2","0.005","0","0.000","0","0.000","0","0.000","0","0","0",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","saswd_axis_h_base_seed42_b44_saswd_semantic","2","0.005","0","0.000","0","0.000","0","0.000","0","0","0",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","scripts","19","0.103","0","0.000","0","0.000","0","0.000","0","0","0",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","smoke_lowfreq_moment_hfguard_b48","15","0.351","0","0.000","0","0.000","0","0.000","0","1","0",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","spatial_prototype_init","1071","526.109","1057","525.502","1050","509.417","7","16.084","7","7","0","exp\spatial_prototype_init\eval_proto_gate_g2_min25_quick_n6\grid_first_per_class.png:2.316MB;exp\spatial_prototype_init\eval_spectral_stat_e2_spatial_proto_n256_quick_n6\grid_first_per_class.png:2.315MB;exp\spatial_prototype_init\eval_lowk5_a075_quick_n6\grid_first_per_class.png:2.313MB;exp\spatial_prototype_init\eval_lowk5_a050_quick_n6\grid_first_per_class.png:2.298MB;exp\spatial_prototype_init\eval_blend025_quick_n6\grid_first_per_class.png:2.283MB;exp\spatial_prototype_init\eval_blend015_quick_n6\grid_first_per_class.png:2.280MB;exp\spatial_prototype_init\eval_blend025_gate_g2_min25_quick_n6\grid_first_per_class.png:2.279MB;exp\spatial_prototype_init\eval_proto_gate_g2_min25_quick_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.605MB"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_color_channel_operator_120b_b80","15","0.445","0","0.000","0","0.000","0","0.000","0","1","0",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_color_channel_operator_realism4_120b_b80","15","0.446","0","0.000","0","0.000","0","0.000","0","1","0",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_execdecoder_40b_lr2e4","168","74.340","151","73.844","150","71.601","1","2.243","1","2","0","exp\split_axis_execdecoder_40b_lr2e4\quick_eval_n6\grid_first_per_class.png:2.243MB;exp\split_axis_execdecoder_40b_lr2e4\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.590MB;exp\split_axis_execdecoder_40b_lr2e4\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Post_Impressionism.png:0.574MB;exp\split_axis_execdecoder_40b_lr2e4\quick_eval_n6\generated\Post_Impressionism__henri-de-toulouse-lautrec_at-the-rat-mort-1899__to__Impressionism.png:0.566MB;exp\split_axis_execdecoder_40b_lr2e4\quick_eval_n6\generated\Impressionism__childe-hassam_afternoon-in-nantucket__to__Impressionism.png:0.564MB;exp\split_axis_execdecoder_40b_lr2e4\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Realism.png:0.564MB;exp\split_axis_execdecoder_40b_lr2e4\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Expressionism.png:0.556MB;exp\split_axis_execdecoder_40b_lr2e4\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Symbolism.png:0.556MB"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_execdecoder_bound070_120b_lr2e4","168","74.150","151","73.668","150","71.393","1","2.276","1","2","0","exp\split_axis_execdecoder_bound070_120b_lr2e4\quick_eval_n6\grid_first_per_class.png:2.276MB;exp\split_axis_execdecoder_bound070_120b_lr2e4\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.570MB;exp\split_axis_execdecoder_bound070_120b_lr2e4\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Post_Impressionism.png:0.567MB;exp\split_axis_execdecoder_bound070_120b_lr2e4\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Realism.png:0.558MB;exp\split_axis_execdecoder_bound070_120b_lr2e4\quick_eval_n6\generated\Post_Impressionism__henri-de-toulouse-lautrec_at-the-rat-mort-1899__to__Impressionism.png:0.555MB;exp\split_axis_execdecoder_bound070_120b_lr2e4\quick_eval_n6\generated\Post_Impressionism__henri-de-toulouse-lautrec_at-the-rat-mort-1899__to__Post_Impressionism.png:0.554MB;exp\split_axis_execdecoder_bound070_120b_lr2e4\quick_eval_n6\generated\Impressionism__childe-hassam_afternoon-in-nantucket__to__Impressionism.png:0.554MB;exp\split_axis_execdecoder_bound070_120b_lr2e4\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Expressionism.png:0.552MB"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_execdecoder_bound090_120b_lr2e4","168","74.057","151","73.576","150","71.302","1","2.274","1","2","0","exp\split_axis_execdecoder_bound090_120b_lr2e4\quick_eval_n6\grid_first_per_class.png:2.274MB;exp\split_axis_execdecoder_bound090_120b_lr2e4\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.569MB;exp\split_axis_execdecoder_bound090_120b_lr2e4\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Post_Impressionism.png:0.566MB;exp\split_axis_execdecoder_bound090_120b_lr2e4\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Realism.png:0.558MB;exp\split_axis_execdecoder_bound090_120b_lr2e4\quick_eval_n6\generated\Post_Impressionism__henri-de-toulouse-lautrec_at-the-rat-mort-1899__to__Post_Impressionism.png:0.554MB;exp\split_axis_execdecoder_bound090_120b_lr2e4\quick_eval_n6\generated\Impressionism__childe-hassam_afternoon-in-nantucket__to__Impressionism.png:0.553MB;exp\split_axis_execdecoder_bound090_120b_lr2e4\quick_eval_n6\generated\Post_Impressionism__henri-de-toulouse-lautrec_at-the-rat-mort-1899__to__Impressionism.png:0.553MB;exp\split_axis_execdecoder_bound090_120b_lr2e4\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Expressionism.png:0.550MB"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_execdecoder_fieldbound_c045_s090_g110_120b","323","147.953","302","147.311","300","142.764","2","4.547","2","5","0","exp\split_axis_execdecoder_fieldbound_c045_s090_g110_120b\quick_eval_n6_s115\grid_first_per_class.png:2.273MB;exp\split_axis_execdecoder_fieldbound_c045_s090_g110_120b\quick_eval_n6\grid_first_per_class.png:2.273MB;exp\split_axis_execdecoder_fieldbound_c045_s090_g110_120b\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.569MB;exp\split_axis_execdecoder_fieldbound_c045_s090_g110_120b\quick_eval_n6_s115\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.569MB;exp\split_axis_execdecoder_fieldbound_c045_s090_g110_120b\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Post_Impressionism.png:0.567MB;exp\split_axis_execdecoder_fieldbound_c045_s090_g110_120b\quick_eval_n6_s115\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Post_Impressionism.png:0.567MB;exp\split_axis_execdecoder_fieldbound_c045_s090_g110_120b\quick_eval_n6_s115\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Realism.png:0.556MB;exp\split_axis_execdecoder_fieldbound_c045_s090_g110_120b\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Realism.png:0.556MB"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_execdecoder_tokprobe_e1_b32","168","76.752","151","76.183","150","73.733","1","2.450","1","2","0","exp\split_axis_execdecoder_tokprobe_e1_b32\quick_eval_n6\grid_first_per_class.png:2.450MB;exp\split_axis_execdecoder_tokprobe_e1_b32\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.592MB;exp\split_axis_execdecoder_tokprobe_e1_b32\quick_eval_n6\generated\Post_Impressionism__henri-de-toulouse-lautrec_at-the-rat-mort-1899__to__Impressionism.png:0.589MB;exp\split_axis_execdecoder_tokprobe_e1_b32\quick_eval_n6\generated\Impressionism__childe-hassam_afternoon-in-nantucket__to__Realism.png:0.589MB;exp\split_axis_execdecoder_tokprobe_e1_b32\quick_eval_n6\generated\Symbolism__ferdinand-hodler_compositional-study-to-retreat-from-marignano__to__Impressionism.png:0.588MB;exp\split_axis_execdecoder_tokprobe_e1_b32\quick_eval_n6\generated\Post_Impressionism__henri-de-toulouse-lautrec_at-the-rat-mort-1899__to__Realism.png:0.587MB;exp\split_axis_execdecoder_tokprobe_e1_b32\quick_eval_n6\generated\Impressionism__childe-hassam_afternoon-in-nantucket__to__Impressionism.png:0.587MB;exp\split_axis_execdecoder_tokprobe_e1_b32\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Realism.png:0.579MB"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_geometry_derivative_filter_rank4_120b","168","75.148","151","74.657","150","72.339","1","2.318","1","2","0","exp\split_axis_geometry_derivative_filter_rank4_120b\quick_eval_n6\grid_first_per_class.png:2.318MB;exp\split_axis_geometry_derivative_filter_rank4_120b\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.581MB;exp\split_axis_geometry_derivative_filter_rank4_120b\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Post_Impressionism.png:0.579MB;exp\split_axis_geometry_derivative_filter_rank4_120b\quick_eval_n6\generated\Post_Impressionism__henri-de-toulouse-lautrec_at-the-rat-mort-1899__to__Impressionism.png:0.567MB;exp\split_axis_geometry_derivative_filter_rank4_120b\quick_eval_n6\generated\Post_Impressionism__henri-de-toulouse-lautrec_at-the-rat-mort-1899__to__Post_Impressionism.png:0.565MB;exp\split_axis_geometry_derivative_filter_rank4_120b\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Realism.png:0.565MB;exp\split_axis_geometry_derivative_filter_rank4_120b\quick_eval_n6\generated\Impressionism__childe-hassam_afternoon-in-nantucket__to__Impressionism.png:0.564MB;exp\split_axis_geometry_derivative_filter_rank4_120b\quick_eval_n6\generated\Expressionism__balthus_young-girl-at-the-window-1957__to__Impressionism.png:0.559MB"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_geometry_derivgate_fieldbound_g005_120b","169","89.254","151","73.656","150","71.383","1","2.273","1","2","1","exp\split_axis_geometry_derivgate_fieldbound_g005_120b\quick_eval\grid_first_per_class.png:2.273MB;exp\split_axis_geometry_derivgate_fieldbound_g005_120b\quick_eval\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.569MB;exp\split_axis_geometry_derivgate_fieldbound_g005_120b\quick_eval\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Post_Impressionism.png:0.567MB;exp\split_axis_geometry_derivgate_fieldbound_g005_120b\quick_eval\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Realism.png:0.557MB;exp\split_axis_geometry_derivgate_fieldbound_g005_120b\quick_eval\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Expressionism.png:0.555MB;exp\split_axis_geometry_derivgate_fieldbound_g005_120b\quick_eval\generated\Post_Impressionism__henri-de-toulouse-lautrec_at-the-rat-mort-1899__to__Post_Impressionism.png:0.554MB;exp\split_axis_geometry_derivgate_fieldbound_g005_120b\quick_eval\generated\Post_Impressionism__henri-de-toulouse-lautrec_at-the-rat-mort-1899__to__Impressionism.png:0.553MB;exp\split_axis_geometry_derivgate_fieldbound_g005_120b\quick_eval\generated\Impressionism__childe-hassam_afternoon-in-nantucket__to__Impressionism.png:0.552MB"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_geometry_filter_rank4_120b","168","75.090","151","74.602","150","72.287","1","2.315","1","2","0","exp\split_axis_geometry_filter_rank4_120b\quick_eval_n6\grid_first_per_class.png:2.315MB;exp\split_axis_geometry_filter_rank4_120b\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.581MB;exp\split_axis_geometry_filter_rank4_120b\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Post_Impressionism.png:0.579MB;exp\split_axis_geometry_filter_rank4_120b\quick_eval_n6\generated\Post_Impressionism__henri-de-toulouse-lautrec_at-the-rat-mort-1899__to__Impressionism.png:0.567MB;exp\split_axis_geometry_filter_rank4_120b\quick_eval_n6\generated\Post_Impressionism__henri-de-toulouse-lautrec_at-the-rat-mort-1899__to__Post_Impressionism.png:0.564MB;exp\split_axis_geometry_filter_rank4_120b\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Realism.png:0.564MB;exp\split_axis_geometry_filter_rank4_120b\quick_eval_n6\generated\Impressionism__childe-hassam_afternoon-in-nantucket__to__Impressionism.png:0.564MB;exp\split_axis_geometry_filter_rank4_120b\quick_eval_n6\generated\Expressionism__balthus_young-girl-at-the-window-1957__to__Impressionism.png:0.559MB"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_geometry_spatial_rank4_120b","168","75.082","151","74.597","150","72.282","1","2.315","1","2","0","exp\split_axis_geometry_spatial_rank4_120b\quick_eval_n6\grid_first_per_class.png:2.315MB;exp\split_axis_geometry_spatial_rank4_120b\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.581MB;exp\split_axis_geometry_spatial_rank4_120b\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Post_Impressionism.png:0.578MB;exp\split_axis_geometry_spatial_rank4_120b\quick_eval_n6\generated\Post_Impressionism__henri-de-toulouse-lautrec_at-the-rat-mort-1899__to__Impressionism.png:0.567MB;exp\split_axis_geometry_spatial_rank4_120b\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Realism.png:0.564MB;exp\split_axis_geometry_spatial_rank4_120b\quick_eval_n6\generated\Post_Impressionism__henri-de-toulouse-lautrec_at-the-rat-mort-1899__to__Post_Impressionism.png:0.564MB;exp\split_axis_geometry_spatial_rank4_120b\quick_eval_n6\generated\Impressionism__childe-hassam_afternoon-in-nantucket__to__Impressionism.png:0.564MB;exp\split_axis_geometry_spatial_rank4_120b\quick_eval_n6\generated\Expressionism__balthus_young-girl-at-the-window-1957__to__Impressionism.png:0.559MB"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_geostat_execdecoder_fieldbound_120b","168","73.880","151","73.388","150","71.131","1","2.257","1","2","0","exp\split_axis_geostat_execdecoder_fieldbound_120b\quick_eval\grid_first_per_class.png:2.257MB;exp\split_axis_geostat_execdecoder_fieldbound_120b\quick_eval\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.584MB;exp\split_axis_geostat_execdecoder_fieldbound_120b\quick_eval\generated\Post_Impressionism__henri-de-toulouse-lautrec_at-the-rat-mort-1899__to__Impressionism.png:0.569MB;exp\split_axis_geostat_execdecoder_fieldbound_120b\quick_eval\generated\Impressionism__childe-hassam_afternoon-in-nantucket__to__Impressionism.png:0.565MB;exp\split_axis_geostat_execdecoder_fieldbound_120b\quick_eval\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Realism.png:0.561MB;exp\split_axis_geostat_execdecoder_fieldbound_120b\quick_eval\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Post_Impressionism.png:0.558MB;exp\split_axis_geostat_execdecoder_fieldbound_120b\quick_eval\generated\Expressionism__balthus_young-girl-at-the-window-1957__to__Impressionism.png:0.553MB;exp\split_axis_geostat_execdecoder_fieldbound_120b\quick_eval\generated\Expressionism__ernst-ludwig-kirchner_female-nude-kneeling-before-a-red-screen__to__Impressionism.png:0.545MB"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_high_channel_operator_120b_b80","15","0.449","0","0.000","0","0.000","0","0.000","0","1","0",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_spatial_gate_channel_tokonly_120b","0","0.000","0","0.000","0","0.000","0","0.000","0","0","0",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_tokenizer_geomnorm_120b","168","73.925","151","73.431","150","71.171","1","2.259","1","2","0","exp\split_axis_tokenizer_geomnorm_120b\quick_eval\grid_first_per_class.png:2.259MB;exp\split_axis_tokenizer_geomnorm_120b\quick_eval\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.585MB;exp\split_axis_tokenizer_geomnorm_120b\quick_eval\generated\Post_Impressionism__henri-de-toulouse-lautrec_at-the-rat-mort-1899__to__Impressionism.png:0.569MB;exp\split_axis_tokenizer_geomnorm_120b\quick_eval\generated\Impressionism__childe-hassam_afternoon-in-nantucket__to__Impressionism.png:0.566MB;exp\split_axis_tokenizer_geomnorm_120b\quick_eval\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Realism.png:0.561MB;exp\split_axis_tokenizer_geomnorm_120b\quick_eval\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Post_Impressionism.png:0.559MB;exp\split_axis_tokenizer_geomnorm_120b\quick_eval\generated\Expressionism__balthus_young-girl-at-the-window-1957__to__Impressionism.png:0.553MB;exp\split_axis_tokenizer_geomnorm_120b\quick_eval\generated\Expressionism__ernst-ludwig-kirchner_female-nude-kneeling-before-a-red-screen__to__Impressionism.png:0.546MB"
