category,original_name,original_path,moved_path,size_bytes,modified_utc,status
round1/jsonl,round1_attn_sa_mod_vlm_snapshot205_e24_vs_seedream_samam_20260610.errors.jsonl,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\round1_attn_sa_mod_vlm_snapshot205_e24_vs_seedream_samam_20260610.errors.jsonl,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\round1\jsonl\round1_attn_sa_mod_vlm_snapshot205_e24_vs_seedream_samam_20260610.errors.jsonl,29251,2026-06-10T04:05:16.272105+00:00,moved
round1/csv,round1_attn_sa_mod_vlm_snapshot205_e24_vs_seedream_samam_20260610.interim_summary.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\round1_attn_sa_mod_vlm_snapshot205_e24_vs_seedream_samam_20260610.interim_summary.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\round1\csv\round1_attn_sa_mod_vlm_snapshot205_e24_vs_seedream_samam_20260610.interim_summary.csv,194,2026-06-10T03:59:29.378171+00:00,moved
round1/jsonl,round1_attn_sa_mod_vlm_snapshot205_e24_vs_seedream_samam_20260610.jsonl,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\round1_attn_sa_mod_vlm_snapshot205_e24_vs_seedream_samam_20260610.jsonl,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\round1\jsonl\round1_attn_sa_mod_vlm_snapshot205_e24_vs_seedream_samam_20260610.jsonl,869160,2026-06-10T04:09:06.467251+00:00,moved
round1/csv,round1_attn_sa_mod_vlm_snapshot205_e24_vs_seedream_samam_20260610.method_summary.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\round1_attn_sa_mod_vlm_snapshot205_e24_vs_seedream_samam_20260610.method_summary.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\round1\csv\round1_attn_sa_mod_vlm_snapshot205_e24_vs_seedream_samam_20260610.method_summary.csv,488,2026-06-10T03:59:29.379170+00:00,moved
round1/logs,round1_attn_sa_mod_vlm_snapshot205_watch_20260610.stderr.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\round1_attn_sa_mod_vlm_snapshot205_watch_20260610.stderr.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\round1\logs\round1_attn_sa_mod_vlm_snapshot205_watch_20260610.stderr.log,0,2026-06-10T03:02:10.932063+00:00,moved
round1/logs,round1_attn_sa_mod_vlm_snapshot205_watch_20260610.stdout.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\round1_attn_sa_mod_vlm_snapshot205_watch_20260610.stdout.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\round1\logs\round1_attn_sa_mod_vlm_snapshot205_watch_20260610.stdout.log,57873,2026-06-10T04:19:04.196692+00:00,moved
round1/csv,round1_attn_sa_mod_vlm_stageclose_20260610_board.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\round1_attn_sa_mod_vlm_stageclose_20260610_board.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\round1\csv\round1_attn_sa_mod_vlm_stageclose_20260610_board.csv,673,2026-06-10T03:51:57.160138+00:00,moved
round1/csv,round1_attn_sa_mod_vlm_stageclose_20260610_e08.method_summary.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\round1_attn_sa_mod_vlm_stageclose_20260610_e08.method_summary.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\round1\csv\round1_attn_sa_mod_vlm_stageclose_20260610_e08.method_summary.csv,341,2026-06-10T03:42:53.973955+00:00,moved
round1/csv,round1_attn_sa_mod_vlm_stageclose_20260610_e24.method_summary.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\round1_attn_sa_mod_vlm_stageclose_20260610_e24.method_summary.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\round1\csv\round1_attn_sa_mod_vlm_stageclose_20260610_e24.method_summary.csv,483,2026-06-10T03:51:56.921442+00:00,moved
round1/json,round1_family_switch_smoke_20260610.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\round1_family_switch_smoke_20260610.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\round1\json\round1_family_switch_smoke_20260610.json,10326,2026-06-10T15:31:09.754521+00:00,moved
round1/csv,round1_newdata_variant_board.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\round1_newdata_variant_board.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\round1\csv\round1_newdata_variant_board.csv,2240,2026-06-10T18:30:59.167913+00:00,moved
round1/logs,round1_queue_watch_20260610.stderr.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\round1_queue_watch_20260610.stderr.log,,0,2026-06-10T17:46:56.610224+00:00,locked_skip
round1/logs,round1_queue_watch_20260610.stdout.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\round1_queue_watch_20260610.stdout.log,,3591,2026-06-10T18:46:56.713804+00:00,locked_skip
round1/json,round1_solver_pc_switch_smoke_latest.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\round1_solver_pc_switch_smoke_latest.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\round1\json\round1_solver_pc_switch_smoke_latest.json,1063,2026-06-10T16:30:32.910559+00:00,moved
round1/logs,round1_solver_tangent_rk_fast_sync_watch_20260610_225659.stderr.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\round1_solver_tangent_rk_fast_sync_watch_20260610_225659.stderr.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\round1\logs\round1_solver_tangent_rk_fast_sync_watch_20260610_225659.stderr.log,1034,2026-06-10T15:03:06.172083+00:00,moved
round1/logs,round1_solver_tangent_rk_fast_sync_watch_20260610_225659.stdout.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\round1_solver_tangent_rk_fast_sync_watch_20260610_225659.stdout.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\round1\logs\round1_solver_tangent_rk_fast_sync_watch_20260610_225659.stdout.log,24069,2026-06-10T16:42:56.460963+00:00,moved
round1/logs,round1_solver_tangent_rk_remote_fast_sync_20260610.stderr.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\round1_solver_tangent_rk_remote_fast_sync_20260610.stderr.log,,0,2026-06-10T17:46:58.150787+00:00,locked_skip
round1/logs,round1_solver_tangent_rk_remote_fast_sync_20260610.stdout.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\round1_solver_tangent_rk_remote_fast_sync_20260610.stdout.log,,9320,2026-06-10T18:46:44.958566+00:00,locked_skip
round1/jsonl,round1_solver_tangent_rk_runtime_samples.jsonl,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\round1_solver_tangent_rk_runtime_samples.jsonl,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\round1\jsonl\round1_solver_tangent_rk_runtime_samples.jsonl,36750,2026-06-10T18:44:42.221284+00:00,moved
round1/json,round1_solver_tangent_rk_runtime_summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\round1_solver_tangent_rk_runtime_summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\round1\json\round1_solver_tangent_rk_runtime_summary.json,5128,2026-06-10T18:44:42.222286+00:00,moved
round1/logs,round1_solver_tangent_rk_runtime_watch_20260610.stderr.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\round1_solver_tangent_rk_runtime_watch_20260610.stderr.log,,0,2026-06-10T17:46:55.146767+00:00,locked_skip
round1/logs,round1_solver_tangent_rk_runtime_watch_20260610.stdout.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\round1_solver_tangent_rk_runtime_watch_20260610.stdout.log,,3860,2026-06-10T18:44:42.219936+00:00,locked_skip
round1/logs,round1_solver_tangent_rk_stageclose_deferred_20260610.stderr.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\round1_solver_tangent_rk_stageclose_deferred_20260610.stderr.log,,0,2026-06-10T17:46:59.467847+00:00,locked_skip
round1/logs,round1_solver_tangent_rk_stageclose_deferred_20260610.stdout.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\round1_solver_tangent_rk_stageclose_deferred_20260610.stdout.log,,7749,2026-06-10T18:46:59.614834+00:00,locked_skip
round1/json,round1_solver_tangent_rk_switch_smoke_latest.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\round1_solver_tangent_rk_switch_smoke_latest.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\round1\json\round1_solver_tangent_rk_switch_smoke_latest.json,1087,2026-06-10T16:30:30.088161+00:00,moved
round1/json,round1_solver_unsb_cycle_switch_smoke_latest.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\round1_solver_unsb_cycle_switch_smoke_latest.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\round1\json\round1_solver_unsb_cycle_switch_smoke_latest.json,1089,2026-06-10T16:30:35.901780+00:00,moved
round1/logs,round1_tok_a_dino_cache_build.stderr.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\round1_tok_a_dino_cache_build.stderr.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\round1\logs\round1_tok_a_dino_cache_build.stderr.log,1530,2026-06-10T01:01:47.497812+00:00,moved
round1/logs,round1_tok_a_dino_cache_build.stdout.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\round1_tok_a_dino_cache_build.stdout.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\round1\logs\round1_tok_a_dino_cache_build.stdout.log,524,2026-06-10T01:01:39.309475+00:00,moved
round1/json,round1_tok_a_dino_dict_switch_smoke_latest.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\round1_tok_a_dino_dict_switch_smoke_latest.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\round1\json\round1_tok_a_dino_dict_switch_smoke_latest.json,1074,2026-06-10T16:30:06.395721+00:00,moved
round1/json,round1_tok_b_cross_image_switch_smoke_latest.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\round1_tok_b_cross_image_switch_smoke_latest.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\round1\json\round1_tok_b_cross_image_switch_smoke_latest.json,1079,2026-06-10T16:30:09.406080+00:00,moved
round1/json,round1_tok_c_residual_adapter_switch_smoke_latest.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\round1_tok_c_residual_adapter_switch_smoke_latest.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\round1\json\round1_tok_c_residual_adapter_switch_smoke_latest.json,1095,2026-06-10T16:30:12.467418+00:00,moved
round1/json,round1_tok_d_vlm_prompt_switch_smoke_latest.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\round1_tok_d_vlm_prompt_switch_smoke_latest.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\round1\json\round1_tok_d_vlm_prompt_switch_smoke_latest.json,1076,2026-06-10T16:30:15.512655+00:00,moved
baselines/json,samam_wikiarts5_full_curve_summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\samam_wikiarts5_full_curve_summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\baselines\json\samam_wikiarts5_full_curve_summary.json,770,2026-06-10T08:54:40.024905+00:00,moved
baselines/logs,samam_wikiarts5_segmented.stderr.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\samam_wikiarts5_segmented.stderr.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\baselines\logs\samam_wikiarts5_segmented.stderr.log,371675,2026-06-10T09:42:04.625865+00:00,moved
baselines/logs,samam_wikiarts5_segmented.stdout.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\samam_wikiarts5_segmented.stdout.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\baselines\logs\samam_wikiarts5_segmented.stdout.log,6387693,2026-06-10T09:42:58.152846+00:00,moved
baselines/logs,samam_wikiarts5_segmented_convergence_watch_20260610.stderr.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\samam_wikiarts5_segmented_convergence_watch_20260610.stderr.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\baselines\logs\samam_wikiarts5_segmented_convergence_watch_20260610.stderr.log,0,2026-06-10T03:10:06.643413+00:00,moved
baselines/logs,samam_wikiarts5_segmented_convergence_watch_20260610.stdout.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\samam_wikiarts5_segmented_convergence_watch_20260610.stdout.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\baselines\logs\samam_wikiarts5_segmented_convergence_watch_20260610.stdout.log,30560,2026-06-10T04:42:07.803246+00:00,moved
baselines/logs,samam_wikiarts5_segmented_convergence_watch_refresh_20260610.stderr.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\samam_wikiarts5_segmented_convergence_watch_refresh_20260610.stderr.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\baselines\logs\samam_wikiarts5_segmented_convergence_watch_refresh_20260610.stderr.log,0,2026-06-10T07:46:40.071592+00:00,moved
baselines/logs,samam_wikiarts5_segmented_convergence_watch_refresh_20260610.stdout.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\samam_wikiarts5_segmented_convergence_watch_refresh_20260610.stdout.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\baselines\logs\samam_wikiarts5_segmented_convergence_watch_refresh_20260610.stdout.log,69595,2026-06-10T09:43:30.890737+00:00,moved
baselines/logs,samam_wikiarts5_segmented_resume_watch_20260610.stderr.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\samam_wikiarts5_segmented_resume_watch_20260610.stderr.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\baselines\logs\samam_wikiarts5_segmented_resume_watch_20260610.stderr.log,0,2026-06-10T07:38:46.498877+00:00,moved
baselines/logs,samam_wikiarts5_segmented_resume_watch_20260610.stdout.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\samam_wikiarts5_segmented_resume_watch_20260610.stdout.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\baselines\logs\samam_wikiarts5_segmented_resume_watch_20260610.stdout.log,23487,2026-06-10T09:43:08.405310+00:00,moved
baselines/logs,samam_wikiarts5_wsl_patch8_full.stderr.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\samam_wikiarts5_wsl_patch8_full.stderr.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\baselines\logs\samam_wikiarts5_wsl_patch8_full.stderr.log,1871,2026-06-10T01:34:07.233705+00:00,moved
baselines/logs,samam_wikiarts5_wsl_patch8_full.stdout.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\samam_wikiarts5_wsl_patch8_full.stdout.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\baselines\logs\samam_wikiarts5_wsl_patch8_full.stdout.log,8500,2026-06-10T01:34:07.246087+00:00,moved
baselines/logs,samam_wikiarts5_wsl_patch8_preflight.stderr.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\samam_wikiarts5_wsl_patch8_preflight.stderr.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\baselines\logs\samam_wikiarts5_wsl_patch8_preflight.stderr.log,1668,2026-06-10T01:28:37.837677+00:00,moved
baselines/logs,samam_wikiarts5_wsl_patch8_preflight.stdout.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\samam_wikiarts5_wsl_patch8_preflight.stdout.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\baselines\logs\samam_wikiarts5_wsl_patch8_preflight.stdout.log,655,2026-06-10T01:28:44.692598+00:00,moved
baselines/logs,samam_wikiarts5_wsl_smoke.stderr.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\samam_wikiarts5_wsl_smoke.stderr.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\baselines\logs\samam_wikiarts5_wsl_smoke.stderr.log,805,2026-06-10T01:10:12.430882+00:00,moved
baselines/logs,samam_wikiarts5_wsl_smoke.stdout.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\samam_wikiarts5_wsl_smoke.stdout.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\baselines\logs\samam_wikiarts5_wsl_smoke.stdout.log,0,2026-06-10T01:10:06.283260+00:00,moved
baselines/json,samam_wikiarts5_wsl_smoke.stdout.meta.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\samam_wikiarts5_wsl_smoke.stdout.meta.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\baselines\json\samam_wikiarts5_wsl_smoke.stdout.meta.json,504,2026-06-10T01:10:06.249422+00:00,moved
misc/logs,supplement_aaai2027.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\supplement_aaai2027.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\misc\logs\supplement_aaai2027.log,24860,2026-06-08T11:00:30.938547+00:00,moved
misc/logs,supplement_pdflatex_pass1.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\supplement_pdflatex_pass1.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\misc\logs\supplement_pdflatex_pass1.log,12244,2026-06-08T11:00:30.942059+00:00,moved
misc/logs,supplement_pdflatex_pass2.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\supplement_pdflatex_pass2.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\misc\logs\supplement_pdflatex_pass2.log,12244,2026-06-08T11:00:30.942059+00:00,moved
paper_audit/text,tmp_claim_audit_paper.txt,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\tmp_claim_audit_paper.txt,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\paper_audit\text\tmp_claim_audit_paper.txt,96011,2026-06-09T19:36:13.712346+00:00,moved
paper_audit/text,tmp_claim_audit_paper_reaudit.txt,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\tmp_claim_audit_paper_reaudit.txt,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\paper_audit\text\tmp_claim_audit_paper_reaudit.txt,91143,2026-06-09T19:36:13.790239+00:00,moved
paper_audit/text,tmp_claim_verdict_latest.txt,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\tmp_claim_verdict_latest.txt,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\paper_audit\text\tmp_claim_verdict_latest.txt,90603,2026-06-09T19:36:13.895006+00:00,moved
paper_audit/json,tmp_idt_artfid_classview_real.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\tmp_idt_artfid_classview_real.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\paper_audit\json\tmp_idt_artfid_classview_real.json,2241,2026-06-09T19:36:13.975803+00:00,moved
paper_audit/json,tmp_idt_artfid_datasetroot.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\tmp_idt_artfid_datasetroot.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\paper_audit\json\tmp_idt_artfid_datasetroot.json,2994,2026-06-09T19:36:14.051897+00:00,moved
paper_audit/json,tmp_idt_artfid_fast.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\tmp_idt_artfid_fast.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\paper_audit\json\tmp_idt_artfid_fast.json,2994,2026-06-09T19:36:14.127299+00:00,moved
paper_audit/json,tmp_idt_artfid_fast_repro.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\tmp_idt_artfid_fast_repro.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\paper_audit\json\tmp_idt_artfid_fast_repro.json,6859,2026-06-09T19:36:14.199818+00:00,moved
paper_audit/json,tmp_idt_artfid_fast_repro2.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\tmp_idt_artfid_fast_repro2.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\paper_audit\json\tmp_idt_artfid_fast_repro2.json,6908,2026-06-09T19:36:14.275010+00:00,moved
paper_audit/json,tmp_idt_artfid_fast_repro3.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\tmp_idt_artfid_fast_repro3.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\paper_audit\json\tmp_idt_artfid_fast_repro3.json,6909,2026-06-09T19:36:14.347035+00:00,moved
introstyle_dino/json,tmp_knee_artfid_fast.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\tmp_knee_artfid_fast.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\introstyle_dino\json\tmp_knee_artfid_fast.json,3188,2026-06-09T19:36:14.423148+00:00,moved
introstyle_dino/json,tmp_knee_artfid_fast_v2.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\tmp_knee_artfid_fast_v2.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\introstyle_dino\json\tmp_knee_artfid_fast_v2.json,3188,2026-06-09T19:36:14.490749+00:00,moved
paper_audit/text,tmp_pdf_pages_20260610.txt,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\tmp_pdf_pages_20260610.txt,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\paper_audit\text\tmp_pdf_pages_20260610.txt,29651,2026-06-09T20:28:05.968656+00:00,moved
baselines/json,tmp_samst_artfid_fast.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\tmp_samst_artfid_fast.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\baselines\json\tmp_samst_artfid_fast.json,3188,2026-06-09T19:36:14.564777+00:00,moved
baselines/json,tmp_samst_artfid_fast_repro.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\tmp_samst_artfid_fast_repro.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\baselines\json\tmp_samst_artfid_fast_repro.json,7292,2026-06-09T19:36:14.635007+00:00,moved
baselines/json,tmp_samst_artfid_fast_repro2.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\tmp_samst_artfid_fast_repro2.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\baselines\json\tmp_samst_artfid_fast_repro2.json,7363,2026-06-09T19:36:14.705891+00:00,moved
baselines/json,tmp_samst_artfid_fast_repro3.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\tmp_samst_artfid_fast_repro3.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\baselines\json\tmp_samst_artfid_fast_repro3.json,7363,2026-06-09T19:36:14.774611+00:00,moved
paper_audit/json,tmp_seedream_artfid_fast_repro.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\tmp_seedream_artfid_fast_repro.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\paper_audit\json\tmp_seedream_artfid_fast_repro.json,7390,2026-06-09T19:36:14.856376+00:00,moved
paper_audit/json,tmp_seedream_artfid_fast_repro_full750.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\tmp_seedream_artfid_fast_repro_full750.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\paper_audit\json\tmp_seedream_artfid_fast_repro_full750.json,7417,2026-06-09T19:36:14.934999+00:00,moved
misc/csv,variant_mechanism_table.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\variant_mechanism_table.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\misc\csv\variant_mechanism_table.csv,725,2026-06-08T11:00:30.950047+00:00,moved
vlm/csv,vlm_distinct5_finalists_full750_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_distinct5_finalists_full750_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\csv\vlm_distinct5_finalists_full750_20260609.csv,437709,2026-06-08T22:54:13.824032+00:00,moved
vlm/logs,vlm_distinct5_finalists_full750_20260609.err.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_distinct5_finalists_full750_20260609.err.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\logs\vlm_distinct5_finalists_full750_20260609.err.log,0,2026-06-08T20:58:31.248740+00:00,moved
vlm/jsonl,vlm_distinct5_finalists_full750_20260609.errors.jsonl,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_distinct5_finalists_full750_20260609.errors.jsonl,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\jsonl\vlm_distinct5_finalists_full750_20260609.errors.jsonl,14464,2026-06-08T21:51:44.745964+00:00,moved
vlm/csv,vlm_distinct5_finalists_full750_20260609.interim_summary.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_distinct5_finalists_full750_20260609.interim_summary.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\csv\vlm_distinct5_finalists_full750_20260609.interim_summary.csv,194,2026-06-09T09:12:31.038829+00:00,moved
vlm/jsonl,vlm_distinct5_finalists_full750_20260609.jsonl,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_distinct5_finalists_full750_20260609.jsonl,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\jsonl\vlm_distinct5_finalists_full750_20260609.jsonl,2093195,2026-06-08T22:54:13.586437+00:00,moved
vlm/logs,vlm_distinct5_finalists_full750_20260609.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_distinct5_finalists_full750_20260609.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\logs\vlm_distinct5_finalists_full750_20260609.log,96240,2026-06-08T22:54:13.830011+00:00,moved
vlm/csv,vlm_distinct5_finalists_full750_20260609.method_summary.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_distinct5_finalists_full750_20260609.method_summary.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\csv\vlm_distinct5_finalists_full750_20260609.method_summary.csv,494,2026-06-09T09:12:31.039828+00:00,moved
