scope,root_family,experiment_name,root_path,classification,dataset_guess,paper_usable,prune_candidate,checkpoint_count,summary_count,metrics_count,artfid_count,curve_metrics_count,config_count,log_count,image_artifact_count,total_size_mb,image_artifact_size_mb,latest_summary_path,latest_summary_clip_style,latest_summary_content_lpips,best_clip_style,best_content_lpips,latest_artfid_path,latest_artfid_full,latest_artfid_transfer,latest_log_path,note
local,sb_exp,_smoke_distinct5_512_ema_variant_k_content_adaptive_local,G:\GitHub\Latent_Style\SchrodingerBridge\exp\_smoke_distinct5_512_ema_variant_k_content_adaptive_local,local_smoke,distinct5_512,no,yes,1,0,0,0,0,1,1,0,68.152,0.0,,,,,,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\_smoke_distinct5_512_ema_variant_k_content_adaptive_local\logs\training_20260602_104434.csv,no summary.json; no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,_smoke_distinct5_512_ema_variant_m_style_gated_local_windows,G:\GitHub\Latent_Style\SchrodingerBridge\exp\_smoke_distinct5_512_ema_variant_m_style_gated_local_windows,local_smoke,distinct5_512,no,yes,1,0,0,0,0,1,1,0,68.155,0.0,,,,,,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\_smoke_distinct5_512_ema_variant_m_style_gated_local_windows\logs\training_20260602_114528.csv,no summary.json; no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,_smoke_distinct5_profile_probe_b8_vlen001,G:\GitHub\Latent_Style\SchrodingerBridge\exp\_smoke_distinct5_profile_probe_b8_vlen001,local_smoke,distinct5_512,no,yes,0,0,0,0,0,1,1,0,0.419,0.0,,,,,,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\_smoke_distinct5_profile_probe_b8_vlen001\logs\training_20260602_030056.csv,no summary.json; no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,_smoke_distinct5_variant_a_latent_init,G:\GitHub\Latent_Style\SchrodingerBridge\exp\_smoke_distinct5_variant_a_latent_init,local_smoke,distinct5_512,no,yes,1,0,0,0,0,1,1,0,50.236,0.0,,,,,,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\_smoke_distinct5_variant_a_latent_init\logs\training_20260602_034418.csv,no summary.json; no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,_smoke_distinct5_variant_b_latent_init,G:\GitHub\Latent_Style\SchrodingerBridge\exp\_smoke_distinct5_variant_b_latent_init,local_smoke,distinct5_512,no,yes,1,0,0,0,0,1,1,0,66.821,0.0,,,,,,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\_smoke_distinct5_variant_b_latent_init\logs\training_20260602_034506.csv,no summary.json; no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,analysis,G:\GitHub\Latent_Style\SchrodingerBridge\exp\analysis,runtime_support,unknown,no,no,0,0,0,0,0,0,0,132,137.637,136.811,,,,,,,,,,no summary.json; no aggregate_targetwise_artfid.json
local,sb_exp,configs,G:\GitHub\Latent_Style\SchrodingerBridge\exp\configs,runtime_support,legacy256_overfit50,no,no,0,144,145,0,0,26,28,152,368.559,342.969,G:\GitHub\Latent_Style\SchrodingerBridge\exp\configs\orthogonal_phase_space_sweep_60\full_eval\g9_cryogenic_hard_match\epoch_0020\summary.json,0.6776851068735122,0.34046543272,0.7369167456626893,0.30366100335466667,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\configs\orthogonal_phase_space_sweep_60\g9_cryogenic_hard_match\logs\training_20260509_112646.csv,no aggregate_targetwise_artfid.json
local,sb_exp,diagnostics,G:\GitHub\Latent_Style\SchrodingerBridge\exp\diagnostics,runtime_support,unknown,no,no,3,0,0,0,0,0,0,6750,244.837,114.167,,,,,,,,,,no summary.json; no aggregate_targetwise_artfid.json
local,sb_exp,frontier,G:\GitHub\Latent_Style\SchrodingerBridge\exp\frontier,runtime_support,unknown,no,no,9,0,0,0,0,0,0,8,411.405,22.059,,,,,,,,,,no summary.json; no aggregate_targetwise_artfid.json
local,sb_exp,inference,G:\GitHub\Latent_Style\SchrodingerBridge\exp\inference,runtime_support,unknown,no,no,0,0,0,0,0,0,0,8650,99.816,99.816,,,,,,,,,,no summary.json; no aggregate_targetwise_artfid.json
local,sb_exp,paper,G:\GitHub\Latent_Style\SchrodingerBridge\exp\paper,runtime_support,unknown,no,no,0,0,0,0,0,0,0,6750,176.924,176.924,,,,,,,,,,no summary.json; no aggregate_targetwise_artfid.json
local,sb_exp,runs,G:\GitHub\Latent_Style\SchrodingerBridge\exp\runs,runtime_support,legacy256_overfit50,no,no,0,23,23,0,0,26,45,23,78.028,60.356,G:\GitHub\Latent_Style\SchrodingerBridge\exp\runs\o30e3\summary.json,0.6761014602581661,0.32856090221333334,0.7156742614110311,0.29620701625199997,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\runs\o_debug_l5_tanh\logs\training_20260509_201500.csv,no aggregate_targetwise_artfid.json
local,sb_exp,scripts,G:\GitHub\Latent_Style\SchrodingerBridge\exp\scripts,runtime_support,unknown,no,no,0,0,0,0,0,0,0,0,0.103,0.0,,,,,,,,,,no summary.json; no aggregate_targetwise_artfid.json
local,sb_exp,vae_backend,G:\GitHub\Latent_Style\SchrodingerBridge\exp\vae_backend,runtime_support,unknown,no,no,1,0,0,0,0,0,0,0,54.114,0.0,,,,,,,,,,no summary.json; no aggregate_targetwise_artfid.json
local,sb_exp,video,G:\GitHub\Latent_Style\SchrodingerBridge\exp\video,runtime_support,unknown,no,no,1,0,0,0,0,0,0,0,102.936,0.0,,,,,,,,,,no summary.json; no aggregate_targetwise_artfid.json
local,sb_exp,wikiart_512_encode_logs,G:\GitHub\Latent_Style\SchrodingerBridge\exp\wikiart_512_encode_logs,runtime_support,wikiart512,no,no,0,0,0,0,0,0,4,0,0.665,0.0,,,,,,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\wikiart_512_encode_logs\encode_mse.err.log,no summary.json; no aggregate_targetwise_artfid.json
local,sb_exp,wikiart_512_transfer_logs,G:\GitHub\Latent_Style\SchrodingerBridge\exp\wikiart_512_transfer_logs,runtime_support,wikiart512,no,no,0,0,0,0,0,0,2,0,0.0,0.0,,,,,,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\wikiart_512_transfer_logs\scp_ema.err.log,no summary.json; no aggregate_targetwise_artfid.json
local,sb_exp,armored_breakthrough_proper,G:\GitHub\Latent_Style\SchrodingerBridge\exp\armored_breakthrough_proper,unclassified_review,unknown,conditional,no,0,0,0,0,0,0,0,0,0.001,0.0,,,,,,,,,,no summary.json; no aggregate_targetwise_artfid.json
local,sb_exp,code_reset_full8,G:\GitHub\Latent_Style\SchrodingerBridge\exp\code_reset_full8,unclassified_review,unknown,conditional,no,0,0,0,0,0,1,1,0,3.406,0.0,,,,,,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\code_reset_full8\operator_tokenizer_full8\logs\training_20260528_153713.csv,no summary.json; no aggregate_targetwise_artfid.json
local,sb_exp,decision_tree_clip_style,G:\GitHub\Latent_Style\SchrodingerBridge\exp\decision_tree_clip_style,unclassified_review,unknown,conditional,no,0,0,0,0,0,0,0,0,0.006,0.0,,,,,,,,,,no summary.json; no aggregate_targetwise_artfid.json
local,sb_exp,diffeomorphic_tangent_head_sweep,G:\GitHub\Latent_Style\SchrodingerBridge\exp\diffeomorphic_tangent_head_sweep,unclassified_review,unknown,conditional,no,0,0,0,0,0,0,0,0,0.02,0.0,,,,,,,,,,no summary.json; no aggregate_targetwise_artfid.json
local,sb_exp,diffeomorphic_tangent_sweep,G:\GitHub\Latent_Style\SchrodingerBridge\exp\diffeomorphic_tangent_sweep,unclassified_review,unknown,conditional,no,3,0,0,0,0,0,0,0,129.966,0.0,,,,,,,,,,no summary.json; no aggregate_targetwise_artfid.json
local,sb_exp,k2_repro_local,G:\GitHub\Latent_Style\SchrodingerBridge\exp\k2_repro_local,unclassified_review,legacy256_overfit50,conditional,no,5,1,1,0,0,3,13,129,230.898,11.652,G:\GitHub\Latent_Style\SchrodingerBridge\exp\k2_repro_local\k2_r11_repro_local_pilot_b24_e3\quick_eval_epoch_0003\summary.json,0.6951864814758301,0.40174537703999996,0.6951864814758301,0.40174537703999996,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\k2_repro_local\logs\eval_pilot_b24_e3_20260529_104342.out.log,no aggregate_targetwise_artfid.json
local,sb_exp,local_repro_sadd_38f_8ep_20260528_224707,G:\GitHub\Latent_Style\SchrodingerBridge\exp\local_repro_sadd_38f_8ep_20260528_224707,unclassified_review,unknown,conditional,no,0,0,0,0,0,0,2,0,0.001,0.0,,,,,,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\local_repro_sadd_38f_8ep_20260528_224707\train_stderr.log,no summary.json; no aggregate_targetwise_artfid.json
local,sb_exp,manual_k1_k2_8epoch,G:\GitHub\Latent_Style\SchrodingerBridge\exp\manual_k1_k2_8epoch,unclassified_review,legacy256_overfit50,conditional,no,0,3,3,0,0,3,3,0,0.396,0.0,G:\GitHub\Latent_Style\SchrodingerBridge\exp\manual_k1_k2_8epoch\K2_manual_weighted_8ep\full_eval\epoch_0008\summary.json,0.7049197977781297,0.41843220550666665,0.7085346471865971,0.41843220550666665,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\manual_k1_k2_8epoch\K2_manual_weighted_8ep\logs\training_20260513_004520.csv,no aggregate_targetwise_artfid.json
local,sb_exp,pareto_probe_4,G:\GitHub\Latent_Style\SchrodingerBridge\exp\pareto_probe_4,unclassified_review,legacy256_overfit50,conditional,no,0,80,80,0,0,4,6,80,219.401,208.919,G:\GitHub\Latent_Style\SchrodingerBridge\exp\pareto_probe_4\S-norm_K-5_C-5_W-15_Col-15\full_eval\epoch_0020\summary.json,0.6989873307148616,0.41237882469333337,0.7048981204430262,0.37545324995999996,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\pareto_probe_4\S-norm_K-5_C-5_W-15_Col-15\logs\training_20260511_004303.csv,no aggregate_targetwise_artfid.json
local,sb_exp,phase1_diagnostic_probes,G:\GitHub\Latent_Style\SchrodingerBridge\exp\phase1_diagnostic_probes,unclassified_review,unknown,conditional,no,0,0,0,0,0,0,0,0,0.092,0.0,,,,,,,,,,no summary.json; no aggregate_targetwise_artfid.json
local,sb_exp,physical_loss_tree,G:\GitHub\Latent_Style\SchrodingerBridge\exp\physical_loss_tree,unclassified_review,unknown,conditional,no,0,0,0,0,0,0,0,0,0.059,0.0,,,,,,,,,,no summary.json; no aggregate_targetwise_artfid.json
local,sb_exp,style_embedding_mainline_calibration,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_embedding_mainline_calibration,unclassified_review,unknown,conditional,no,4,0,0,0,0,0,0,0,2.527,0.0,,,,,,,,,,no summary.json; no aggregate_targetwise_artfid.json
local,sb_exp,style_tokenizer_projector_refit,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_tokenizer_projector_refit,unclassified_review,unknown,conditional,no,0,0,0,0,0,0,0,3,8.587,8.586,,,,,,,,,,no summary.json; no aggregate_targetwise_artfid.json
local,sb_exp,t01_local_base,G:\GitHub\Latent_Style\SchrodingerBridge\exp\t01_local_base,unclassified_review,unknown,conditional,no,0,0,0,0,0,0,4,0,0.008,0.0,,,,,,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\t01_local_base\logs\reuse_eval_t01_31_pair8_bridge_tax_e7_20260529_104924.out.log,no summary.json; no aggregate_targetwise_artfid.json
local,sb_exp,temp_anneal_proper,G:\GitHub\Latent_Style\SchrodingerBridge\exp\temp_anneal_proper,unclassified_review,unknown,conditional,no,0,0,0,0,0,0,0,0,0.002,0.0,,,,,,,,,,no summary.json; no aggregate_targetwise_artfid.json
local,sb_exp,vae_backend_256_mse_controls,G:\GitHub\Latent_Style\SchrodingerBridge\exp\vae_backend_256_mse_controls,unclassified_review,legacy256_overfit50,conditional,no,0,0,0,0,0,0,0,0,0.004,0.0,,,,,,,,,,no summary.json; no aggregate_targetwise_artfid.json
local,sb_exp,vae_backend_256_probe,G:\GitHub\Latent_Style\SchrodingerBridge\exp\vae_backend_256_probe,unclassified_review,legacy256_overfit50,conditional,no,0,6,0,0,0,4,0,0,6.208,0.0,G:\GitHub\Latent_Style\SchrodingerBridge\exp\vae_backend_256_probe\ema_style_vocab_hayao_w36\full_eval\epoch_0008\summary.json,0.7068346029122671,0.54449386552,0.7083676509459813,0.5122427399466667,,,,,no aggregate_targetwise_artfid.json
local,sb_exp,vae_backend_256_status,G:\GitHub\Latent_Style\SchrodingerBridge\exp\vae_backend_256_status,unclassified_review,legacy256_overfit50,conditional,no,0,0,0,0,0,0,1,0,0.006,0.0,,,,,,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\vae_backend_256_status\status_raw.txt,no summary.json; no aggregate_targetwise_artfid.json
local,sb_legacy_anchor,S-add__K-1_C-0_W-20_Col-0,G:\GitHub\Latent_Style\SchrodingerBridge\S-add__K-1_C-0_W-20_Col-0,historical_anchor,legacy256_overfit50,yes,no,0,15,14,0,0,1,1,0,1.625,0.0,G:\GitHub\Latent_Style\SchrodingerBridge\S-add__K-1_C-0_W-20_Col-0\residual_scale_sweep_epoch7\residual_2p0\summary.json,0.7069300357500713,0.6518652152266666,0.7218544493118922,0.42220418536000004,,,,G:\GitHub\Latent_Style\SchrodingerBridge\S-add__K-1_C-0_W-20_Col-0\logs\training_20260510_185442.csv,no aggregate_targetwise_artfid.json
